is_in_other_df,body
0,"Trump's net worth has fallen by about $1 billion today as shares in his social media company plummeted.

Trump Media &amp; Technology Group saw its share price dive after the company disclosed that it had a $58 million loss for 2023 and just $751,500 in fourth-quarter revenue.…"
0,This fake Trump VP short list is laughable. No Ben Carson. Please. This is the decoy list! https://t.co/AJULYe4uN6
1,"Biden is 100% full of shit on concern he claims to have for Palestinians. He just authorized $2.5 billion more in weapons to Israel, including 2,000 pound bombs and 25 F-35s. These weapons will be used to murder more Palestinians, huge majority of whom will be innocent civilians."
1,"“Horrific video posted by Trump.” CNN anchor Jim Acosta rips Trump, says video he posted with image of President Biden hog-tied in the back of a pickup truck could be a “security risk”. (Video: CNN) https://t.co/eafyHJasua"
0,"Disgusting! Biden staffer criticizes Trump for attending Officer Diller’s wake: “it wasn’t a deep personal connection with this officer that motivated Trump to attend.”

President Trump was invited by the Diller family. Biden still hasn’t said his name.
 https://t.co/ozYYFaMMIx"
0,It shocks no one that the Biden campaign is anti-police.
0,Puppy surprise Monday.. Enjoy y'all! Love Love Love it! ❤️🐾🐶🥰 https://t.co/Q9fGuoXsSl
0,"Anyone saying things are better under Biden is kidding themselves.

Everything was better under Trump!

Are you better off now? https://t.co/90nz7Sw6Je"
0,Easter at Trump Media: He is not risen https://t.co/mj2Vm2zRZH
0,DROP A HEART ❤️IF YOU AGREE MELANIA TRUMP IS THE MOST BEAUTIFUL FLOTUS IN AMERICAN HISTORY ! ❤️🌹 https://t.co/XhNG5QQP4Y
1,"🔥🔥THIS IS INCREDIBLE:

Watch this C-SPAN caller's EPIC rant, slamming Trump for being ""morally bankrupt,"" ""a rapist,"" and for promoting violent, criminal acts like the image of President Biden ""hog-tied"" in a pickup truck. https://t.co/zCqqX66NO4"
1,#CryBabyTrump is afraid of #LOSING AGAIN to our #USPresidentJoeBiden. #Trump is a #SoreLoser🤣 https://t.co/Zrr65KNOhs
0,"BREAKING: Archbishop Carlo Maria Viganò calls for the excommunication of Joe Biden from the Catholic Church after Biden Proclaimed Easter Sunday Transgender Visibility Day.  

Do you agree?  

YES or NO? https://t.co/C4GoZk8TUv"
1,"Get ready Bitches 
We are coming for leftovers now. 

🙏🙏🙏🙏🙏🙏🙏🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸✝️✝️✝️✝️ https://t.co/BazdkhznAG"
1,"“Once again, Joe Biden’s policies are slitting the throat of the American economy!” 👇 https://t.co/3REoT8cktR"
1,Remember when the black pillers told you Trump and MAGA was finished in 2021? https://t.co/Kpw9BCgYGS
1,Every day feels like April Fools’ Day in Joe Biden’s America.
1,My son said he wanted to catch a shark today. Job well done. ❤️ https://t.co/tKZZobmIrj
1,It’s a Biden thing. https://t.co/U69Qz39Xl7
1,"Leslie Jones: ""How do you not look at Trump and not see criminal?""
""Do you think it's apathy, laziness, insanity?""
""I think it's uneducation. I think it's what they're fed. You can go into different states and they have different type of news media.""
Mrs. T pities the fool who… https://t.co/YavSx5kRUJ"
1,"WATCH:  Catholic nun speaks the truth, slams Biden as ""inept and evil""

""If Donald Trump gets reelected it’s a complete act of God. Governments no longer serve God or the People. We are in a complete war between Good and Evil.""

""We are up against not just an election, but an… https://t.co/Eqbi5zk3ZG"
1,"Grok: Trump is the 45th President of the United States, having been inaugurated January 20, 2021, after winning the 2020 Presidential Election.

Continuity-of-Government.
“Special-Extreme-Compartmented” US military operations.
Crimes Against Humanity.
Crimes Against the… https://t.co/ar7HTKFi2m"
1,"Trump voter tries to drive through FBI gates after someone told him F, B, and I are letters in the alphabet. 
 https://t.co/UQB0kqxmEj"
1,"GET BIDEN AWAY FROM THE CHILDREN.

Biden just made a little girl BURST into tears during an Easter egg hunt.

 https://t.co/wKPx84bSrq"
1,"Violent crime is down in the US under Joe Biden...

... Because major cities like LA, NY and Chicago stopped reporting it.

And that's how you fix the numbers.
https://t.co/mEQIVG2xs1"
1,"After seeing comments regarding Ariel, I wanted to clarify this tweet from him @Prolotario1 https://t.co/iDyqBUg8Hx"
1,"JUSTIFY THIS, BLUE MAGA. GO AHEAD:

The Biden administration is close to approving the biggest sale of military equipment to Israel since the genocide began. https://t.co/vO6bdGKJ76"
1,"Does ANYONE believe America can afford another Biden term?
I certainly don't! https://t.co/e2JTrRXNYZ"
1,"How I picture celebrities leaving the country on January 20, 2025, after Trump is inaugurated. https://t.co/pGNioXCrIE"
1,I just walked through the lobby of Trump Tower to get from 5th to Madison. I feel so dirty.
1,"Jesse Watters: ""So Trump put his name on a bible and is promoting prayer? So what? That is not controversial. FDR handed out signed bibles to troops during World War II. Jimmy Carter wrote forwards to bibles that were sold. They called Barack Obama 'The Messiah.'"" https://t.co/BtLmuiW0ih"
1,"Liberals are the most vile, hateful people.  They would rather see someone who supports Trump, or even Trump himself, lives get ruined just because they don’t agree with them politically.  They are the scum of the earth.

NOT AN APRIL FOOLS JOKE."
1,The canaries are singing. Former top Trump aide Hope Hicks to testify for the prosecution in the Trump hush money criminal case. (MSNBC) https://t.co/4NZCofRyhx
1,BREAKING: 🚨🚨🚨 Trump had another low turnout weak energy low IQ small crowd event this weekend. It’s sad. He’s really lost something. People are saying. You see it. SAME old material. ACTING like he’s president and like he never was president but also was the greatest one ever…
1,"Trump lost over a BILLON (on paper) dollars today and by the amount of butthurt MAGA types that tweeted angry posts on the news, he wasn't the only one in the tank... https://t.co/moKZqkUGpI"
1,"Another of President Biden's open-border illegals, Nivenson Sarazin from Haiti. was arrested in Florida after he r*ped a 10-year-old girl and was found to be in possession  of child p*rnography.

Isn't it great that Joe has more important things to do than secure the border?… https://t.co/UKDGutENQf"
1,"Liberals are AMAZING!

THIS IS NOT A ""PUMP AND DUMP""

This is a NORMAL CORRECTION, after a RUN-UP on an INITIAL OFFERING!

As usual, these clowns can't get Trump out of their heads!🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣 https://t.co/VywLR6GXLs"
1,"Nothing like attorneys general joining forces to take down yet another illegal scheme by the Biden Administration. 
https://t.co/quOYa9lhG7"
1,Florida about to vote 65% for weed 63% abortion 54% Trump somehow
1,"Vaccines are safe and effective. 

GMOs are safe. 

Glyphosate doesn't cause cancer. 

Men can have babies. 

Biden is the most competent , smart president we've ever had. 

Open borders work. Let's open our homes too. 

Quarantines, masks &amp; 6ft distancing saved millions of…"
1,"The White House just said that April is Arab American Heritage Month.

Joe Biden said on March 29 that April is National Child Abuse Prevention Month.

Our government has no idea what it’s doing. https://t.co/KoXRPhktos"
1,"Happy Birthday to the fiercest MAGA Lawyer in America 

Alina Habba knows EXACTLY what she is doing. Donald Trump will WIN every Court Case 

DO YOU AGREE ? https://t.co/PtTWYxsgGJ"
1,"Trump is gonna say he doesn’t know Hope Hicks, isn’t he? 😂"
1,The media is really upset that Americans are not a bunch of brain dead morons and they realize that Donald Trump is the defender of faith and God and those in this country who are religious and whose religion is important to them while Joe Biden is the defender of depravity.
1,BREAKING FOX NEWS: Donald Trump has renamed Mar A Lago to The Mar A Lago Church. Reliable sources say the new tax exempt status is a game changer for the Messiah and the congregation. https://t.co/pD6qAx7j6f
1,This fall 2023 photo of Ivana Trump's grave has been verified by Snopes. Country clubs have groundskeepers to keep everything trim.  This type of neglect is intentional. https://t.co/oSzbrgGOpv
1,"A week ago I wrote an article about Marc Elias and the lawfare against President Trump failing. Today it got reposted by Donald Trump. 

Top Democrat lawyer Marc Elias, that party’s go-to guy for rigging and stealing elections, has every reason to be scared.… https://t.co/KRcPHJHDQn"
1,Ain’t that the truth ? https://t.co/40RyAXYaTx
1,"JOE BIDEN IS AN EXTREME FAILURE 
HERE IN THE USA 
AND AROUND THE WORLD https://t.co/Pfr24aCLIO"
1,Checking the Trump stock dumpster fire at the end of the trading day 🤣 https://t.co/lRG5xuOF6H
1,"Breaking

The Manhattan DA tells the judge that Trump's ""dangerous, violent, and reprehensible rhetoric fundamentally threatens the integrity of these proceedings,"" in a new filing urging him to expand the gag order. https://t.co/re1wOd6Hcl"
1,Laura tRump is gunna strong 💪 arm the RNC to give all its money 💰 to tRump…… https://t.co/7tPh4hx195
1,"MAGA is beginning to talk about Trump getting a 3rd term.

Raise your hand if you agree that one term was MORE than enough. https://t.co/VV4BXHA5L1"
1,"If @SpeakerJohnson had any balls, the Federal government would be shut down and Joe Biden would be forced to secure the Border. 

We are the fools."
1,"Well, isn’t that special!

That was the intent of the OBiden administration. INTENT. 

BREAKING: Former Top General Issues HUGE Warning, Claims 'ISIS Terrorist Attack in U.S... via @ConservRoof 

 https://t.co/Zy6sHn2J6X"
1,"Biden's administration is backing legislation that would let it seize some of the frozen Russian assets to help pay for reconstruction of Ukraine 🔥🔥🔥🔥

In a Bipartisan legislation if approved by House and Senate committees would let the administration confiscate around $5B to… https://t.co/mtIyiyna2E"
1,"Governor DeSantis takes Joe Biden to task. Joe Biden either made this declaration, or one of his staffers did. Which of course begs the question, does Joe Biden really know what’s going on in his administration. My guess is, he does not! 
 https://t.co/GZ5a1k4VnC"
1,"About 90%…if not more…of the “Republican” and “Trump” accounts on Twitter…are Russian troll farm bots. 

I personally know ZERO Republicans in the county I live in who have a Twitter account. They live and die on Facebook only."
1,Eyes are opening.
1,Fani Willis disqualification battle continues as defense files appeal with Georgia Court of Appeals. Trump attorney Steve Sadow announced the filing with a statement. https://t.co/zxavzVi9l4
1,"Biden: come with meeee and you'll beeeee in a world of pure transgenderationnnn

Just one look and you'll seeee...mental health patienttttsssssss 

🤣🤣 https://t.co/9GrluXpQvZ"
1,Fuck the Biden campaign. Where was Biden?
1,"Trump Media, like everything else Donald touches, is falling apart."
1,"If you follow me, Biden will win the election this November. Now, don’t fu@k it up! 👀👀🍩"
1,"This is the bloodbath if trump IS elected.

Except it will be the entire stock market. https://t.co/zDkR1VpprW"
1,The fastest way to become a millionaire with Trump is to start out with a billion dollars.
1,"Happy Easter Egg Roll from Jill, me, and the White House Easter Bunnies! https://t.co/NlYrPSj7qK"
1,Donald Trump has 91 felonies and another huge failure in his hands at truth social. https://t.co/cdsgVIfOxC
1,"Joe Biden issued an official proclamation recognizing 3/31 Trans Visibility Day on Easter Sunday. 

The White House did it on purpose and they know it. They could have waited and released that idiotic statement today but they wanted to offend every single Christian in America.…"
1,Biden everyone’s welcome here. https://t.co/qbOb0KLEnm
1,Donald Trump has made April Fools' Day redundant. https://t.co/AXR9AhXxCI
1,"🇺🇸 Biden forgot about his decree, which he signed two days ago. https://t.co/WofwyuTLk4"
1,"Watch Mr. Wonderful slam Biden’s electric vehicle mandate scam: 

“None of this is going to work…You can’t wipe out small businesses in America with a lofty mandate that doesn’t even have the technology to make it happen.” - @kevinolearytv

https://t.co/NqaH9ZICNB"
1,"Fox's Brian Kilmeade expertly lays out a plan for Trump that would leapfrog him ahead of Biden by exciting GOP voters.

Oh, and he proves that Dems are panicking over Biden. https://t.co/5aBKgzFFbW"
1,".@austinahilton posted a YouTube video about #BabyTrump! 

https://t.co/XHbt15S3lg https://t.co/K5s9AKvyuj"
1,BREAKING: Donald Trump’s former Defense Secretary just announced he wouldn’t vote for Trump. This is inciting panic amongst Trump campaign strategists. Retweet to ensure all Americans know Trump’s former staffers don’t support him. https://t.co/jO4Uhs8weh
1,"Donald Trump said that he has no choice but to conduct Mass Deportations  

Do you support Donald Trump Mass Deporting every illegal immigrant from America ?"
1,"U.S. signs off on more bombs &amp; warplanes for Israel, despite  increasing evidence of mass-murder of Palestinian civilians and other war crimes 

The Biden administration in recent days quietly authorized the transfer of billions of dollars in bombs and fighter jets to Israel…"
1,The Unlawful Gag Order imposed against President  Trump should be appealed ASAP. If the Judge is so confident he should stay all proceedings and  allow Trump’s Team to appeal said ruling! #TRUMP2024ToSaveAmerica
1,Fact!
1,"I hate Trump's smugness! What ONE 
thing do you hate the most about Donald Trump?  👇 👇 👇 https://t.co/X2TotDE4BD"
1,Trump’s stock dropped so hard today that Lara Trump was inspired to record a cover of Tom Petty’s “Free Fallin’”.
1,That’s a bad look for the Biden campaign. It was wake for crying out loud.
1,"The Courts need to hold Trump accountable for breaking the Law. 

Comment a heart if you AGREE ! 💙 https://t.co/D7CPkMJBTr"
1,Biden campaign calls me to talk on the day my barber is closed. Trump 2024.
1,"The US defends its arms transfers to Israel, despite the Biden administration acknowledging that ""too many civilians"" have been killed in Gaza https://t.co/jCPWThud0p https://t.co/I4OcBx6FXi"
1,"Havana Syndrome is a long-debunked McCarthyist diversion, but that won't stop Biden from exploiting the fear-mongering to 1) strangle Cuba w/ sanctions, 2) funnel millions of dollars to government officials &amp; 3) reverse an animal testing ban so he can torture monkeys w/ radiation https://t.co/X2Jr8YcAeB"
1,How nice 😒... biden-omics 🤏🤏 https://t.co/x4GclCQcaS
1,"Chicago spent nearly $300 million on illegal immigration over the last year and a half, turned four park fieldhouses into migrant shelters, and added nearly 6,000 migrant children into already overcrowded schools.
Biden took 94 executive actions in his first 100 days to decimate…"
1,"Bo Snerdly Unloads on Biden and DNC’s ‘Disgraceful’ Attempts to Keep RFK Jr. off the Ballot

“This is also a party that ... pretends that they are the saviors of our democracy. And what are they doing? They are thwarting a legitimate political candidate from taking part.”

“This… https://t.co/QNR9ifEOJ6"
1,"The Biden online team is as bad as the 🐊 DeSantis Team.

Although the DeSantis team seems to like weiner a bit more....

#DilleyMemeTeam #Trump2024"
1,"Trump’s press secretary just held up Biden’s own statement where he recognizes Trans visibility day, after he lied earlier today and said it never happened

“Either he’s unaware of what his White House is doing or he’s lying” 🔥 https://t.co/Nah5JLh0Fv"
1,"These are also the people Joe Biden chose to prop up on Resurrection Day. 

He says they’re “made in God’s image.”
🤦‍♂️🤡🤦‍♂️🤡🤦‍♂️🤡🤦‍♂️🤡🤦‍♂️🤡🤦‍♂️🤡🤦‍♂️ https://t.co/cuL5Gntynm"
0,"""The US Will End Up in the Dock” over crimes in Gaza, @FranceskAlbs, the UN Special Rapporteur on the Occupied Palestinian Territories told me in an exclusive town hall for Zeteo subscribers on Friday.

Watch the full interview, on Gaza, Biden, and more:
https://t.co/YZxhmzW3Xc"
1,"Trump campaign donations at work...

Alina Habba's birthday cake at Mar-a-Lago. https://t.co/Vvh1oBINCt"
1,"This lady single-handedly broke the internet viral button  when she said she pays $3,000/month on two vehicles with a 14% APR.  I bet the next person she'll blame would be Biden.
https://t.co/6SnSocCVQ8"
1,"God Wins

Jesus is here
His people are going to save the world. 

CIC Trump was anointed by Jesus almighty the Lord the God. 

Praise the Lord 

Stand with CIC Trump all the way to the victory and 1000 years of peace 
🙏🙏🙏🙏🙏🙏🙏🙏✝️✝️✝️🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸 https://t.co/rV6DwbvPFL"
1,In order to afford buy a middle priced home in 23 states in the US u need to have a household income of over 110K compared to only needing that amount of income in 6 states just 4 yrs ago when Trump was in office. Biden is stealing the American dream from Americans with his… https://t.co/UaFa2zSUMO
1,".@TomFitton: There's more in terms of abuse of Trump in New York. Alvin Bragg got another Democrat judge to rush through the next show trial and it begins, of all days, on April 15th. https://t.co/MmnH4IPTet"
1,"Just one more thing we can thank the Biden administration for. 

BREAKING: Former Top General Issues HUGE Warning, Claims 'ISIS Terrorist Attack in U.S... via @ConservRoof 

https://t.co/T1MBYY8Sdg"
1,"This feels like a metaphor for, well, everything Trump does. https://t.co/oN5hr4ha3L"
1,"Why are people shocked we're aiding in a genocide?

It's not Biden, it's what America has always been, our citizens just remain willfully ignorant.

""Killing 500,000 children was worth it""
Madeleine Albright - 60 Minutes https://t.co/RscZkLvrZQ via @YouTube"
1,"HARDSHIP UNDER BIDEN: Americans now need an annual six-figure salary of $110,871 to afford a home — up from $75,939 in 2020 under Trump. https://t.co/lKW1rhBFdX"
1,This is totally true. After stealing the 2020 election one of the first things Biden did was cook the crime statistics nation wide. Wellcome to the United States of Alice in Wonder Land!
1,Donald Trump is a shitty businessman.
1,"The DOJ &amp; the State Department need to stop fucking around with Donald Trump and declare that he's a clear &amp; present danger to the security of the USA! He should not receive any security briefings whatsoever, additionally, his passport needs to be revoked! Who agrees?🙋🏽🙋🏽‍♀️🙋🏽‍♂️ https://t.co/Lszsiazt9d"
1,"Thank you, Biden. Your weakness as the leader of the US has emboldened our adversaries around the world and invited this threat to its citizens. 

BREAKING: Former Top General Issues HUGE Warning, Claims 'ISIS Terrorist Attack in U.S... via @ConservRoof  

https://t.co/rqcoZnjOsb"
1,"Vladimir Putin, speaking to a cohort: ""A country divided cannot stand.""

Donald Trump: ""Working on it, comrade."""
1,"I saw ""Pump and Dump"" was trending and wondered how Joe Biden screwed the country now... 🤔 https://t.co/OaI2Ii9NxG"
0,"🔴 Who else wants 4 more years of Donald Trump? 🇺🇸

Drop a MAGA if you do! 🙏 https://t.co/MKY115eDbR"
0,"BREAKING
President Joe Biden was Found Late Last night wandering the back alleys of DC
#DilleyMemeTeam https://t.co/APL2CKi9U5"
1,"Does this cabbage patch ragdoll ever stop lying? There are tweets! Orrrrrr who’s running Biden’s accounts and did he just prove to us all that he’s not running the show?  Which is it? 

 https://t.co/MSylnfn7WB"
1,"Progressives: ""we need trump back in office to disrupt our comforts.""

Black voters: ""When tf have we ever been comfortable?"" https://t.co/mOOzcfMWhP"
0,"Happy Easter, Mr. Biden 🐣 https://t.co/uT3GZskcSZ"
0,Kids hate Biden for a reason.https://t.co/v5RrpFbCiB
1,Trump is hijacking Christianity as the Taliban did Islam. https://t.co/Kl7WIn4CzT
1,I'm getting a graph of the Trump Media stock price tattooed today https://t.co/IkLJxx0drU
0,"In the disbarment trial of Trump's former DOJ official Jeffrey Clark, VoterGA's Garland Favorito said to this day there are an extra 200,000 votes in the Fulton County 2020 election that have never been accounted for. 

Trial resumes tomorrow at 9:30 am EST. Former AG Ed Meese…"
0,"Biden INSULTED millions of Christians by rejecting Easter in favor of a made-up holiday celebrating gender dysphoria. 

Now he’s gaslighting us, pretending he never did it. It’s disgusting how little he thinks of Americans.
https://t.co/dPxJJWEsUT"
0,"Found this in the back of my parents cupboard, Biden is winning re-election. https://t.co/U1PNu8Qbkm"
0,@elonmusk How many more children have to be sexually abused before Biden does something about our border?
0,"Trump plans to use Civil Rights-era law to outlaw “anti-White racism” in his second term in office.

Stephen Miller will spearhead the legal effort to erase affirmative action and DEI from the American workplace. 

Follow: @AFpost https://t.co/KtPV6lnCUS"
0,"BREAKING: Donald Trump gets devastating news as a source reveals that his former Press Secretary and Communications Director Hope Hicks is going to testify in his criminal hush money trial.

The walls are closing in fast on MAGA and it gets even worse...

According to MSNBC,… https://t.co/bHR5aY58gR"
0,"Roman Catholic Archbishop Cardinal Wilton Gregory from DC, called Joe Biden a ""cafeteria Catholic” and said  “He uses the current  situation as a political pawn.”

Full story 👉🏻 https://t.co/LlLC6Pv8rA https://t.co/NcrpxSi3mD"
0,"The only reason anyone has to “plead the fifth” is not to incriminate yourself. Trump had to plead the 5th 440 times, think about it! https://t.co/GgB9k4YqnV"
0,Trump's stocks are plummeting faster than his marriage and presidential campaign combined.
0,"Israel is announcing plans for a 6 month Rafah invasion, doubling its anticipated military budget for the coming year, and escalating with Iran and Hezbollah. Biden admin not blinking. Very much seems like we’re over the edge"
0,"Biden’s premeditated border crisis is a national security disaster.

He knows he could reverse course but refuses."
0,😂 Well for pity sakes.. that purr and position wear me out! 🤣🥰🐾😻❤️ https://t.co/XbEv8U9blv
0,"BREAKING:

Donald J. Trump chooses Ben Shapiro as his 2024 VP pick, adding that “he is my favorite patriotic Jew” who “knows his shit”, and can “help me get on Netanyahu’s polite side” amidst the ongoing Gaza War.

#Trump #BenShapiro #VPPick https://t.co/I4luZ0DE4A"
0,"Iran ramping up nuke work, executing more people during Biden presidency: opposition group https://t.co/cZXLSSbd8k https://t.co/3AkEF3IB53"
1,Only 217 days until We The People vote President Donald J. Trump back into the White House! 🇺🇸 https://t.co/0X4nUK0hbt
0,"An Attempt to Breach FBI Field office Perimetter Security in GA...  What are the Chances this is a Dem, Liberal, BLM, Antifa vs a Trump MAGA Qnut? 🤔 https://t.co/A3ZQeQ18v6"
1,Those Trump supporters who thought Truth Social was going to make Donald Trump billions of dollars are very quiet today. https://t.co/FxN0hZ6HKl
0,The Biden Border Crisis is wreaking havoc on our nation and it seems like the Biden Administration couldn't care less... https://t.co/Ft9Cl2l5aT
1,"A couple weeks ago, Trump said some immigrants are “not people.” Now punk-in-a-suit Jesse Watters says “the trans thing is over.” The right wants to erase human beings. We have to stop them."
1,"TRUMP MEDIA PLUNGES 37% in first week as a public company.

Losing $58 million on just $4.1 million in revenue. 

Trump’s last public company (Trump Hotels &amp; Casino resorts) lost money every year before finally filing bankruptcy

Are DJT investors suckers and losers? https://t.co/bZtcDtcYNt"
1,Biden has been known as a gaffe machine for years.
1,Here is the lovely couple who put our President Biden tied up on their tailgate.  Already had one MAGA threatened me.  There is no excuse whatsoever for these lovely couple to scare tons of people over Easter.  I did not threatened them but want to give these two credit. https://t.co/uSh3TKOKr9
1,"Having proven President Biden committed no high crime or misdemeanor, Chairman Comer’s investigation is ending with a whimper.

And he is not happy about it.
https://t.co/B4c3mt3il9 https://t.co/rmkIEndK7v"
1,"The longer Mike Johnson waits to act on aid to Ukraine, the better it is for Vladimir Putin. 

It’s time MAGA Mike stops taking orders from Donald Trump. The time to pass an aid bill is now. https://t.co/BTiuVklR9P"
1,"The President of the United States can’t recall and DENIES that he proclaimed yesterday “Transgender Visibility Day”

And honestly I’m not sure if it’s an April Fools joke or if Joe Biden actually doesn’t know what’s going on at any point"
1,"What does the Deep State do when you cross them? The accuse you of being a Russian Asset. Wasn't just Trump. They did the same to Tulsi and others. 
It's not truth, It's Strategy. 

RUSSIA RUSSIA RUSSIA - Knock It Off. https://t.co/2srAu0heNd"
1,"The Truth Social Ponzi Stock, Trump Media lost 1 Billion Dollars today! #ETTD

Drop a 🩵 &amp; Share ♻️ , if you LOVE seeing MAGA lose money in this Crash! https://t.co/mIqaFLETVx"
1,"Biden hypocrisy: It's ""concerning"" that Israel is censoring Al Jazeera which literally lies for terrorists about Israel and America but this admin had no issue working with big tech to censor true stories they didn't want out in the world"
1,"SEN. VAN HOLLEN (D): “Netanyahu continues to essentially give Biden the finger and we’re sending more bombs, that doesn’t make sense… I want Biden to win — this is a case where just doing the right thing will also result in a better electoral outcome.” https://t.co/tVKXhNvqCc"
0,"Donald Trump's fledgling media business is losing its sheen among investors a week after going public, with a sharp reversal in the company's stock price lopping $4 billion off its value. https://t.co/PBiyEHMRvd"
1,"Another rabid Iranian monster eliminated. Biden regime mourns.
https://t.co/EAPZvuYddq"
1,This may be the most flattering picture of Donald Trump.🤣🤪 https://t.co/s1I6Z7NNPR
1,"This year the April Fool is the Republican Party falling in line behind the rapist, 4-times indicted criminal fool. The entire Republican party is the April fool. They were also the March fools. And the February fools. And the January fools."
1,"Kash Patel to @JackPosobiec: ""They—Liz Cheney, Adam Schiff, and company—even though they knew they had in black and white under oath written evidence that exonerates Donald Trump, they did the same thing that they did in Russiagate. They went to the media and they lied about it."" https://t.co/coGkxsVoAx"
1,"For @prospect_uk , tried to get at how it feels being British and having to start hearing about Trump world again https://t.co/uDoWToYTQO"
0,"Wait... what???
The Zionist enemy👀 https://t.co/T4FcPG92H9"
1,"I know normal people understand what I’m going to say, but the republican base is anything but normal. That being said, let me remind everyone that trump, at his rallies is blaming the border problem on Joe Biden. The truth is this….there WAS a border deal that was bipartisan,…"
1,"You cannot both be a supporter of Trump and a follower of Christ.
The two are fundamentally incompatible."
