is_in_other_df,body
0,"“yet the music industry’s quiet
complicit in their platform of silence”

“What if you were in Gaza?
What if those were your kids?
If the west was pretending that you didn’t exist
You’d want the world to stand up
And the students finally did.”
 https://t.co/NeycdSJNFx"
1,"Mostly children injured in the recent strikes by israel on Rafah.

Just look at how this little boy is literally shaking!

Israel is truly new Nazis  https://t.co/lGit8vmUTq"
1,Iranian Militia Leader: We will side with Israel against Iraq https://t.co/syXJUDwTcg
1,"Air Force bombed Rafah hideout, killing 8 Hamas operatives. https://t.co/EIPUY3RWH4"
1,"🚨#BREAKING: new Israeli airstrike on eastern Rafah near Al Jawazat area.  

Israel continues to mass murder Palestinians… https://t.co/psahcXkZGH"
1,"🚨 In the past two weeks, Congress has: 

❌ LAUNDERED $20 BILLION to ISRAEL
❌ SUPPORTED Rafah invasion in Gaza
❌ BANNED TikTok for ISRAEL
❌ BANNED anti-Zionism
❌ARRESTED anti-ISRAEL protesters
❌ OUTLAWED the Bible
❌ LEGALIZED warrantless spying on Americans"
1,This is what Jews have done. https://t.co/9zAcJCCNYw
1,Nonstop protests at the University of Berlin to demand a #FreePalestine and an end to the Israeli genocide in Gaza. https://t.co/YVry1H6kY9
1,Living in the West and supporting Hamas is like living in Israel and supporting Hitler.
1,"Less reporting is coming from Gaza not because the genocide is over but because journalists are targeted and people are dying. 

Palestinian Twitter users who report on the genocide are either dead or have no internet connection. 

We have to be their voice."
1,"According to local resources a large fire broke out NOW due to Israehell artillery shelling on Rafah!! what are you waiting for? They're burning a city include more than 1.5 million!! STOP THIS HORROR.
#AllEyesOnRafah https://t.co/RpJvRuh5t1"
1,ISRAEL IS HEAVILY BOMBING RAFAH https://t.co/aPBKB8uELN
1,"Imagine the extent of the suffering of families who fled from northern Gaza to the overcrowded Rafah in the south, escaping Israeli airstrikes... Now Israel is attacking them again in the south, forcing them to flee once more!
 https://t.co/E4ocPowAqg"
1,"What Jews want you to believe:

- They are indigenous to Palestine 
- Hitler was evil
- Muslims did 9/11
- Israel was gifted to them by God

What Jews don’t want you to believe:  

- Jews control America 
- Israel did 9/11
- Hitler was right
- Palestine belongs to Palestinians"
1,"Watch: Anti-Israel protesters vandalize WWI memorial, burn American flag after cops block group from reaching star-studded Met Gala in NYC https://t.co/SWHMMJrj34 https://t.co/GhO88h2FII"
0,"📽️ ""No Evidence"" of Widespread Sexual Violence on October 7. 
@AJIunit filmmaker Richard Sanders @PulaRJS.
Israel is always lying. these are the invaders, the genocidaires, the massacres, the cheats, the rogues, the depraved
İSRAEL TERORRİST COUNTRY https://t.co/5LDx5NZRcm"
1,"A mass rally took place in Amsterdam, the capital of Netherlands, in support of Palestine and Gaza 🇵🇸 https://t.co/FiYjSm9Yjz"
1,"⚡️🇵🇸| Israel bombs Rafah... after Hamas agrees to terms of ceasefire.

It's clear who the terrorists are! https://t.co/P0HheVIHiH"
1,"🚨BREAKING: Crowds pour into central Melbourne in a spontaneous outcry against Israel’s assault on #Rafah‼️ #Gaza #FreePalaestine #GazaCeasefire #Israel 
Source: @scherrybloul 
https://t.co/tYTU6d3eL8"
1,"It’s been an excruciating 7 months.

SEVEN MONTHS.

These 14 women remain in Gaza captivity. https://t.co/WSSQPVImaX"
1,"“This year's Eurovision serves as a polishing platform for the image of the state of Israel…”

🇫🇮 Miikka Koivisto, radio presenter for YLE, resigns in protest of Finland’s participation alongside Israel in Eurovision 2024.

🔗 https://t.co/CnRtHHfUNL

#BanIsraelFromEurovision https://t.co/3OpkNcJaPM"
1,Wait. The kids at Columbia spelled “Palestine” wrong? https://t.co/xJLGlb4Zio
1,"""We're not better than the people of Gaza!""

A Palestinian woman from Masafer Yatta, south of Hebron, shows great resilience and courage as the Israeli occupation prepares to demolish her house. https://t.co/IHlmGUgwxY"
1,"ISRAEL IS BOMBING RAFAH!

ZIONISM IS EVIL!

THIS IS WHAT JOE BIDEN FUNDS!

NETANYAHU BELONGS IN JAIL!

 https://t.co/iovAbew6iU"
1,"US rapper @macklemore releases new track ""Hind’s Hall"" in solidarity with student protesters across the US. https://t.co/XBWmfQIRGV"
1,"Hey woke you here? you know nothing about Israel and your mind been occupied by a terror organization.
Enjoy your day
 https://t.co/VkTd5gixgK"
1,Israel continues to bomb Gaza. https://t.co/1SolMJpwAb
1,BREAKING: Israel has said it had to reject the ceasefire because it was a ruse by Hamas to make it look like Israel rejected the ceasefire. I give up! How do I even parody this crap? x
1,"Those kids didn't deserve what happened to them, how you all see this and still think that what israels doing isn't genocide? They aren't fucking numbers, they are children. Children that deserves a safe environment and grow up. 

FREE PALESTINE NOW 
#AllEyesOnRafah https://t.co/kEmOOlARsJ"
0,"🚨✡️ISRAELI PROPAGANDIST CALLS THE TESTIMONY OF THE ✡️HOSTAGES KHAMAS TALKING POINTS! 

🤡REALLY? 

✅SO ANYONE WHO DISAGREES WITH ISRAEL IS KHAMAS! 

#GazaConcentrationCamp #Palestine https://t.co/LfgVjIHNPC"
1,"🚨 EMERGENCY #CALLTOACTION: As you read this, #Rafah is being bombed. It is our last chance to mobilise &amp; demand action for #Gaza NOW or NEVER. Join us in an emergency mobilisation at #DChowk TODAY starting at 5:30 PM. Join whenever you can.
All eyes on R@fah. #Islamabad https://t.co/XQxWfl4cSx"
1,"I was born in the diaspora almost 50 years ago. 

My parents couldn't raise me in Palestine,  so they raised Palestine in me. 

That's what we all do, every generation.... we nurture that love for Palestine,  for life. 

We will never stop. We will never be erased."
1,"🚨Following the accurately fulfilment of the FLOODS PROPHECY and what's happening in ISRAEL and GLOBALLY, it's clear to everyone that #JesusIsComingSoon than we expected.

  It's time to throw away LUKEWARMNESS, wickedness and rebelliousness before the TRIBULATION. https://t.co/Zp2tdE7rJ8"
1,"Great song! Stand with Palestine! 

""You cannot twist the truth!"" https://t.co/9e8JSJY2em"
1,"bless the students of Harvard and Columbia, and all the students around the world who stand in solidarity with Palestine and use their power and voice to stand against the genocide"
1,"ISRAEL IS DOING THIS TO RAFAH!

JOE BIDEN FUNDS THIS!

NETANYAHU IS A CRIMINAL! https://t.co/tpgf5by3i2"
1,"It conveys such cowardice Paul Fletcher's refusal on #QandA to discuss Israel's Rafah assault, the genocide's darkest point. Copious concern for Jewish safety. But not one word for the 35,000 Palestinians in Gaza bombed &amp; orphaned.

A Dutton script. This is not leadership #auspol https://t.co/LXbJi0UWRM"
1,"Have Palestine and brave people of Raffah, khan younis and other surroundings in your prayers. May ALLAH bless them and bless Muslim ummah with brave leaders. Ameen
🙌😢 https://t.co/B52DVgWxtk"
1,"Breaking🚨⚡ 🇮🇱🇵🇸 

Israeli air strikes continue on more than 35 terrorist targets of Hamas in Rafah, Southern Gaza. https://t.co/pJhRQl2MDc"
1,"A pro-israel mob assaults nonviolent protesters demonstrating for Palestine in Amsterdam, the Netherlands.

They seem to be the aggressors wherever in the world they are

 https://t.co/XUsOJ2JCSr"
0,"A sea of students protests #Harvard University's threats of immediate suspension against pro-#Palestine students.

The march headed to University Interim President Alan Garber’s house, demanding the university to divest and stop being complicit in the Israeli #genocide. https://t.co/mvD0icbs8H"
0,".@POTUS - #BuildBackBetter for #Gaza. Educate our youth at @UBuffalo, @nyuniversity, and @Columbia in the ways of your leadership. We get you ... 2024 is our year as #Democrats to bring #Adolfs beliefs to Gaza to win for freedom. No #child shall be left uneducated. https://t.co/uJjvhQMpHB"
1,"IMPEACH? Congress authorized the sale of 6,500 Joint Direct Attack Munition kits to Israel. Biden is blocking the $260M sale to our closest ally while it is at war. I recall that another president who delayed the sale of non-lethal aid authorized by Congress was impeached. https://t.co/5OdFTlNo7N"
1,"Palestinian families fly in terror under the attacks of the IDF in

The evacuation of the civilian population is ongoing as Israel has vowed to uproot Hamas. #Rafah. https://t.co/Lw9D3btgUG"
1,"Israel has apparently rejected the ceasfire proposal and continues to carpet bomb #Rafah southern Gaza. Dozens of civilians, including women and children, have been killed and injured."
1,If Palestine disappears then humanity disappears.
1,"📣VOTE FOR SERBIA TONIGHT!
📍VOTE FOR 02!🇷🇸

VOTING IS OPEN FOR THE REST OF THE WORLD👇
https://t.co/lgKCk0fxgk 

#TeyaDora #Ramonda #Eurovision2024 #Eurovision #Serbia #India #Turkey #Hungary #MoyeMoye #MoyeMore #Dzanum #MojeMore  #LilaRamonda #Brasil #China #Syria #Palestine https://t.co/3xJrsgQDIg"
1,"🚨 Time is passing.  If you are a human being, get out for the sake of Palestine.
#EyesOnRafah 
#رفح_تحت_القصف https://t.co/ZMP6fWZnmw"
1,"Four weeks ago I stood, together with dear @MedicalAidPal #Gaza colleagues, where the Israeli tanks are now at #Rafah crossing.
Their destruction simply strengths our solidarity. https://t.co/AdMM41vzR5"
1,"Welcome to Palestine... 🇵🇸🇵🇸
The flag will not fall, it will not shine, and you will not be able to erase it geographically or from our memories..
 Palestine will remain 🇵🇸🇵🇸 https://t.co/WuCGfaw3vb"
1,Jewish #JetBlue customer’s booking canceled after he complained about flight attendant’s ‘free Palestine’ pin ⁦@JetBlue⁩ This is a disgrace! https://t.co/Dujv52GDR5
1,"We at the University of New Brunswick Saint John - in Menaquesk, the unceded lands of the Wolastoqiyik - stand with Palestine and the world. 
From the River to the sea 🇵🇸🇵🇸🇵🇸✊️✊️✊️ https://t.co/YJ8sZjWD4d"
1,"Depression is more cruel than sadness, as it extinguishes the joy within us and makes us look at things without feeling, without passion, and without a solution.
The question remains: Are we really alive? ? Or are we just breathing?
Here in Gaza we have lost passion
You know… https://t.co/Q24TIMp24c"
1,"A large number of protestors in Hamburg, Germany, continue their activities to demand an end to the Israeli genocidal war on Gaza. https://t.co/DVNh0dxUOy"
1,"No, it’s not that Israel doesn’t want a deal, it’s that Israel wants its hostages to stay alive.

Hamas, on the other hand, wants to be rewarded for murdering the hostages.

Anyone pushing a deal that incentivizes Hamas to murder the remaining hostages or to reward the… https://t.co/HTiv9TB77g"
1,"Rafah is being bombed right now
-&gt; HAMAS accepted a ceasefire 
-&gt; Israel rejected a ceasefire 
When will the world realise that Israel doesn't care about the hostages 
All it cares about is pleasing their master called Hitler 
Israel is carrying out a brutal, disgusting genocide https://t.co/hOVJSEVHHY"
1,"Dear God, I need new haters because the old ones become my friends https://t.co/lzUXeSYfoy"
1,"A pro-genocide mob assault nonviolent protesters demonstrating for Palestine in Amsterdam, the Netherlands. https://t.co/4i5Zt8ArlB"
1,"No I’m all out of ‘moment’

I’m busy taking a moment for wives, girlfriends, mothers, daughters, sisters, teenage girls, baby girls &amp; all Palestinian women Genocidal Israel Death Force Bastards are systematically killing, raping, torturing &amp; ethnically cleansing @MishKoff7 #Rafah https://t.co/LFi5Lw2PWr"
1,"🇵🇸 An Israeli tank tramples the inscription "" I ♥️ Gaza "" at the border crossing in Rafah https://t.co/6ChTX4LzEP"
0,"Listen to all three, you need to listen all three. Otherwise you miss the point. I love you #Israel and The #Jews https://t.co/Mmn50cp59k"
1,"Columbia professor @ShanaRedmond speaks on what she’s seen during the Gaza solidarity encampments at the university. 

 https://t.co/OmOI26gXm2"
1,FREE PALESTINE AND DO YOUR DAILY CLICK!!! https://t.co/Y30g2Cs2lA
1,ISRAELI SETTLERS RUNNING OVER PALESTINIANS https://t.co/C5KFhZsrNz
1,A short clip showing what it means to be living under Isra*li genocide in Gaza for the past 215 days. @QudsNen https://t.co/8UbPDbGU9j
1,"It's no coincidence that Israel invaded #Rafah on holocaust remembrance day. 

They always intended to do this. 

They never intended to negotiate. 

From this day forward, May 6th will no longer holocaust remembrance day. It will be #Gaza remembrance day. 

Never again is now."
1,"I heard a single ticket to the shitty costume show costs 75 000$. 75K!!! All of these celebrities are paying this much to attend a costume party, while us regular people are going into our savings to donate for the evacuation of people from Gaza
#AllEyesOnRafah #FreePalestine https://t.co/nn8selKbkX"
1,"""People will die""

@MustafaBarghou1 on the consequences of Israel blocking the Rafah crossing. https://t.co/WdqTgd4JjB"
1,"🚨Another morning of grief in RAFAH on the 214th day of the Israeli GENOCIDE &amp; sanctioned bloodbath in the Gaza Strip

#WorldGlobalStrikeForGaza #IsraelNewNazism #ICJ_evidence https://t.co/yV3lGlWlYI"
1,"Today, when you hear Laura Loomer screaming all by her miserable self into that germ infested megaphone as well as the Anti Israel mask wearing  crew, Maga stooges and Trump/Fauci apologists you know the man @MaxNordau is back and he’s bringing receipts. https://t.co/3Ptz88SLo5"
1,"A man carrying a celebrity unable to walk in her tight dress at the Met Gala is getting more coverage than a father carrying his dead child in Rafah, Gaza.

What a sick twisted world we live in.

#EyesOnRafah https://t.co/XlTAm3vbIX"
1,"BREAKING: High school students from across Boston walk out of class to join the MIT student encampment in response to the increasing police repression. 

Eleven high schools, including private high school Boston Latin, have walked out to stand with Gaza.

They chant slogans that… https://t.co/5ybUqaFJgP"
1,The Israeli military forces have been heavily bombing the Nuseirat refugee camp in the central Gaza Strip. https://t.co/N33PLnETzO
1,went to a cafe that held a poster exhibition on palestine resistance + japanese support of it and their matcha white chocolate muffin rewired my brain https://t.co/w36n4cx3kW
1,"The Israeli regime has taken control of the Rafah crossing in Southern Gaza. 

This was the only way out for those who were lucky enough to get together the thousands of dollars it cost to evacuate. 

There is no way out now. There is no where to go."
1,Israeli military vehicles drive along the Egypt-Gaza border with large Isareli flags. https://t.co/4s5ZKmegPG
1,"Al-Qassam Brigades

Targeted a Merkava tank with an Al-Yassin 105, setting it on fire. This was followed by clashing with IOF soldiers barricaded inside a building near it in the Al-Shoka neighborhood, east of the city of Rafah, south of the Gaza Strip. https://t.co/8nHQEIRyPV"
0,"Most of us have the privilege of dying from old age whereas in Palestine children are condemned to death before they even leave their mothers womb. For the sole reason of being born Palestinian.
Countless infants, murdered before they even learn to speak. https://t.co/anjHpIFQpm"
1,Students from 4 Madrid universities hold assembly to start a Gaza solidarity encampment https://t.co/r4uoM7nxcY
1,Israeli occupation forces are demolishing the house of a Palestinian family in the occupied West Bank. https://t.co/KoXC9J3DRn
1,German police are arresting students at the Gaza solidarity encampment in FU Berlin University. https://t.co/ywohZj4W2G
1,The Philadelphia crossing is taken. #GazaStrip https://t.co/OM6OE4fvXK
1,"Israeli occupation army continues to bomb indiscriminately 

The border crossing and passport center in #Rafah burns after being shelled by the Israel.

this is genocide

#Gaza #Palestine https://t.co/En1RN3zYst"
0,"IDF destroying infrastructure in Rafah for fun, they have blocked the Rafah crossing the only way for humanitarian aid. Clearly their intensions are to destroy Gaza and every civilian in it. https://t.co/BAGB4JJhCM"
1,"Richie Anderson
Scott Mills
Graham Norton
Rylan Clark
Remember these names of the presenters who picked up their blood-soaked Eurovision paycheques while children were being murdered in Gaza. https://t.co/8vwPEGjAv8"
1,"No mention of ‘Palestinian journalists.’ Just those covering the war in Gaza. It's as if any other journalist were allowed, except those Palestinian press members who remained&amp;resisted&amp; reported at the cost of their lives &amp; lives of their loved ones. #wordsmatter @PulitzerPrizes https://t.co/FvKP0vTHDo"
1,"It is more than disappointing that Biden cannot unequivocally support Israel due to political considerations. He must not upset his Muslim terrorist voters. An American President supporting Muslims who hate us, go figure. It's getting juicy my friends. Stay alert and stay safe. https://t.co/3PsaVtr58I"
1,"Each year, on 15 May, millions mark the Nakba, or catastrophe. Middle East Eye breaks down the ethnic cleansing of Palestine in 1948, which continues to shape Israel-Palestine dynamics ⤵️
https://t.co/ejRLInmusD"
1,"🔊THERE IS NO WHERE THAT IS FUCKING SAFE IN GAZA 

🚨Palestinian families, some of them already displaced, are FORCED to EVACUATE the eastern and southern areas of RAFAH in southern Gaza amidst threats of an imminent Israeli invasion

#WorldGlobalStrikeForGaza #IsraeliNewNazism… https://t.co/fTA3lU3st2"
1,"🚨The Israeli occupation army is carrying out multiple attacks in #Rafah

#Gaza #Palestine https://t.co/0DNLSOFKCR"
1,"When Palestine is under attack
What do we do?
Stand up! Fight Back! https://t.co/Mp76BTHd0y"
