is_in_other_df,body
1,Former Syrian Muslim activist warns against Muslim radicalization in mosques within Israel. https://t.co/j9VIRhAZiY
1,"NEW: 🇮🇱🇪🇬 The IDF is now in control of the entire Philadelphi Axis along the Egyptian border in Gaza

This is a breach of the Egyptian-Israeli peace deal of 1979, also known as the Camp David Accords.

According to the agreement, Israel is not allowed to station any military… https://t.co/QL2tv4e9Ax"
1,"Wien, Austria, Gaza solidarity encampment, the movement keeps crossing borders https://t.co/nV9ykxKDVt"
1,Recent bombings in Rafah https://t.co/qLENAERTic
1,"A pro-Genocide Israel mob assaults nonviolent protesters demonstrating for Gaza Palestine in Amsterdam, the Netherlands.

 https://t.co/Gez23kX7th"
1,"🚨Students at 14 UK universities have now set up Gaza solidarity encampments, the latest being Oxford, Cambridge, Liverpool, Edinburgh, and SOAS.

They are demanding that their institutions cut ties with Israel. https://t.co/tXaweewwxV"
1,"Rafah under attack.
Israel does not want peace.
Israel does not want Hamas.
Israel does not want the hostages.
Israel wants Gaza. https://t.co/8IlDiAsQOQ"
1,I ♥️ Gaza and I fuckin' hate the IDF https://t.co/n09FUzaYCD
1,"I just read that Adnan Al-Bursh, the doctor from Al Shifa that Israel tortured to death, once performed 41 surgeries in 24 hours."
1,"Today as more innocent people die in Palestine, some hoping to. I’m thinking about the beginning when I saw Israel destroy their olive trees and the heartbreak I could feel and see in their eyes. https://t.co/MVL3UOQ4u1"
1,"🚨Suprise Suprise !
🇵🇸#HamasRapists tunnels uncovered in Rafah.
I thought it was a humanitarian zone? https://t.co/j9NBZMNXil"
1,LIFE IN GAZA https://t.co/FwgEGa8vO3
1,"🚨#BREAKING: New israeli airstrike on eastern Rafah near Al Jawazat area.

Israel continues to mass murder Palestinians… https://t.co/aZvD6OAEXj"
1,Hundreds of students in the Faculty of Social Sciences in Denmark join the global student movement in support of Palestine. https://t.co/fBBZkwJxRD
1,A professional football club in Chile replaces the number 1 with a map of Palestine 🇨🇱🇵🇸 https://t.co/VTujdjshCp
1,"The final call...🚨

My brothes, I implore your support more than ever. With your strength, we can reach our target within two days! I believe in you.

Feel free to retweet.
https://t.co/ez0rkRGWbv"
1,Now situation at the University of #Chicago https://t.co/Mc1tjRMy5Q
1,"History will write that one of the greatest treacheries committed by the Egyptian regime happened on May 07, 2024, under the dictatorship of Abdel-Fattah El-Sisi.

He sold out #Palestine and handed #Rafah border to Israel, allowing them to entirely besiege the #Gaza Strip.… https://t.co/gmZj5geJuW"
1,"Fania Nov. 2023: The genocide is necessary in order to free the hostages. Khamas BAD! CRUDE FORCE! 😡😡😡

Fania May 2024: We should've made a deal before sending the army into Gaza. It's all because of BIBI! BAD BAD BIBI! 😭😭😭 https://t.co/Ou3ZqjCjcv"
1,"Let's be clear: The Jewish people are NOT committing genocide. Israel is! And, no, Israel does not represent all Jews (no more than every Greek supports Greek state policies). Invoking the Jewish people to defend Israel's genocide is a vile form of antisemitism."
1,🚨 Jews in Mea Shearim welcome IOF with Palestinian Flags 🇵🇸 and Free Palestine chants 🚨 https://t.co/LoDgn0OLOd
1,"“OK, if we don't blow it up. we can always burn it”

Israeli officer Shahar Votaresko from the 401 brigade afront of a house he torched in Gaza. https://t.co/B6PzPKgB05"
1,"American Grammy-winning rapper Macklemore has released a new track, “Hind’s Hall,” which highlights the ongoing conflict in Palestine’s #Gaza and challenges the music industry’s response, including a jab at fellow artist Drake.

The song has gained wide attention and garnered… https://t.co/pmpeKbsg4n"
1,"An offensive on #Rafah would compromise the only fully functional maternity hospital in the #GazaStrip.

This would impact around 50,000 pregnant women in #Gaza: we need a #CeasefireNow and protection for sanitary facilities. https://t.co/3PWqKz6TsG"
1,"ISRAEL IS BOMBING RAFAH!

NETANYAHU IS A WAR CRIMINAL!

WHY IS THE WORLD SILENT?! https://t.co/haLKxMwZlU"
1,⚡️Rockets flying out of Gaza now towards Karam Abu Salem https://t.co/6LiVwk51JP
1,"#RAFAH 🇮🇱 ISRAEL'S ATTACKS ON RAFAH ARE MASSIVE. 👀
https://t.co/miIqTGARFj"
1,"Israel now fully controls Gaza after committing one of history's largest genocidal crimes, met with international silence and approval.

Gaza will not kneel. We will resist, fight back, react, &amp; act even in our last breath, there is no future for occupation on our land. https://t.co/r24Oh7I8Dq"
1,Outside UCL. Students sacrificing for #Gaza whilst the official armies of Arab &amp; Muslim countries do nothing. A state level military intervention is what is needed to counter a state level military occupation that is slaughtering a civilian population. https://t.co/gBLzMklUS3
1,Palestinian families set up tents over the rubble of their destroyed homes in Khan Younis after being forced to evacuate the eastern areas of Rafah. https://t.co/9WNXreWGal
1,⚡️Sirens sound in the southern #Gaza envelope settlements https://t.co/CDNCM2PX50
1,"From Rafah !

We are watching the worlds first genocide published in real time… https://t.co/5vmOTYcdAk"
1,daily reminder! #FreePalestine https://t.co/KH9ysNooGt
1,🚨BREAKING: Shocking footage surfaces of brutal police assaults on University of Amsterdam Gaza encampment protesters overnight. #Gaza #Israel #FreePalestine #GazaGenocide‌ https://t.co/HzXBKwXA7d
1,"""Guys, we've returned to Rafah after losing hope of finding another place for displacement. I hope tonight will be safe for us, and that the war will soon be over, because today, I shed enough tears to last a lifetime as we searched for a place to stay."" #Gaza"
1,New York witnesses brave protests in rejection of the Israeli genocidal war on Gaza and in solidarity with Palestinians. https://t.co/aS1Pkdnq2p
1,"We all need to stand with Israel.

That’s all I have to say about that. https://t.co/K3TJ9Pwdo9"
1,"Amirul Momineen Sheikh Hibatullah Akhundzada about Palestine and Muslims:

Our intentions for Afghans and Muslims worldwide, especially those in Palestine, are pure. May Allah grant us the strength. https://t.co/4dO2orfbwl"
1,"Israel is heavily bombarding the Rahaf which they turned into a Nazi concentration camp

https://t.co/IkoIL5hqNj"
1,"A pro-israel mob assaults nonviolent protesters demonstrating for Palestine in Amsterdam, the Netherlands.

They seem to be the aggressors wherever in the world they are

 https://t.co/XUsOJ2JCSr"
1,"Mostly children injured in the recent strikes by israel on Rafah.

Just look at how this little boy is literally shaking!

Israel is truly new Nazis  https://t.co/lGit8vmUTq"
1,Iranian Militia Leader: We will side with Israel against Iraq https://t.co/syXJUDwTcg
1,"🚨#BREAKING: new Israeli airstrike on eastern Rafah near Al Jawazat area.  

Israel continues to mass murder Palestinians… https://t.co/psahcXkZGH"
1,"🚨 In the past two weeks, Congress has: 

❌ LAUNDERED $20 BILLION to ISRAEL
❌ SUPPORTED Rafah invasion in Gaza
❌ BANNED TikTok for ISRAEL
❌ BANNED anti-Zionism
❌ARRESTED anti-ISRAEL protesters
❌ OUTLAWED the Bible
❌ LEGALIZED warrantless spying on Americans"
1,Nonstop protests at the University of Berlin to demand a #FreePalestine and an end to the Israeli genocide in Gaza. https://t.co/YVry1H6kY9
1,This is what Jews have done. https://t.co/9zAcJCCNYw
1,"Air Force bombed Rafah hideout, killing 8 Hamas operatives. https://t.co/EIPUY3RWH4"
1,Living in the West and supporting Hamas is like living in Israel and supporting Hitler.
1,"Less reporting is coming from Gaza not because the genocide is over but because journalists are targeted and people are dying. 

Palestinian Twitter users who report on the genocide are either dead or have no internet connection. 

We have to be their voice."
1,ISRAEL IS HEAVILY BOMBING RAFAH https://t.co/aPBKB8uELN
1,"According to local resources a large fire broke out NOW due to Israehell artillery shelling on Rafah!! what are you waiting for? They're burning a city include more than 1.5 million!! STOP THIS HORROR.
#AllEyesOnRafah https://t.co/RpJvRuh5t1"
1,"Imagine the extent of the suffering of families who fled from northern Gaza to the overcrowded Rafah in the south, escaping Israeli airstrikes... Now Israel is attacking them again in the south, forcing them to flee once more!
 https://t.co/E4ocPowAqg"
1,"What Jews want you to believe:

- They are indigenous to Palestine 
- Hitler was evil
- Muslims did 9/11
- Israel was gifted to them by God

What Jews don’t want you to believe:  

- Jews control America 
- Israel did 9/11
- Hitler was right
- Palestine belongs to Palestinians"
1,"Watch: Anti-Israel protesters vandalize WWI memorial, burn American flag after cops block group from reaching star-studded Met Gala in NYC https://t.co/SWHMMJrj34 https://t.co/GhO88h2FII"
1,"A mass rally took place in Amsterdam, the capital of Netherlands, in support of Palestine and Gaza 🇵🇸 https://t.co/FiYjSm9Yjz"
1,"⚡️🇵🇸| Israel bombs Rafah... after Hamas agrees to terms of ceasefire.

It's clear who the terrorists are! https://t.co/P0HheVIHiH"
1,"🚨BREAKING: Crowds pour into central Melbourne in a spontaneous outcry against Israel’s assault on #Rafah‼️ #Gaza #FreePalaestine #GazaCeasefire #Israel 
Source: @scherrybloul 
https://t.co/tYTU6d3eL8"
1,"ISRAEL IS BOMBING RAFAH!

ZIONISM IS EVIL!

THIS IS WHAT JOE BIDEN FUNDS!

NETANYAHU BELONGS IN JAIL!

 https://t.co/iovAbew6iU"
1,"US rapper @macklemore releases new track ""Hind’s Hall"" in solidarity with student protesters across the US. https://t.co/XBWmfQIRGV"
1,"It’s been an excruciating 7 months.

SEVEN MONTHS.

These 14 women remain in Gaza captivity. https://t.co/WSSQPVImaX"
1,"“This year's Eurovision serves as a polishing platform for the image of the state of Israel…”

🇫🇮 Miikka Koivisto, radio presenter for YLE, resigns in protest of Finland’s participation alongside Israel in Eurovision 2024.

🔗 https://t.co/CnRtHHfUNL

#BanIsraelFromEurovision https://t.co/3OpkNcJaPM"
1,"Some good news ❤️

After more than 5 months of being hospitalized due to medical complications resulting from captivity, former hostage Alma Avraham will be released from the hospital tomorrow.

Get well soon Alma

📸 Gadi Kablo https://t.co/5EqPzqT6d6"
1,Wait. The kids at Columbia spelled “Palestine” wrong? https://t.co/xJLGlb4Zio
1,"""We're not better than the people of Gaza!""

A Palestinian woman from Masafer Yatta, south of Hebron, shows great resilience and courage as the Israeli occupation prepares to demolish her house. https://t.co/IHlmGUgwxY"
1,"Hey woke you here? you know nothing about Israel and your mind been occupied by a terror organization.
Enjoy your day
 https://t.co/VkTd5gixgK"
1,Israel continues to bomb Gaza. https://t.co/1SolMJpwAb
1,"Those kids didn't deserve what happened to them, how you all see this and still think that what israels doing isn't genocide? They aren't fucking numbers, they are children. Children that deserves a safe environment and grow up. 

FREE PALESTINE NOW 
#AllEyesOnRafah https://t.co/kEmOOlARsJ"
1,BREAKING: Israel has said it had to reject the ceasefire because it was a ruse by Hamas to make it look like Israel rejected the ceasefire. I give up! How do I even parody this crap? x
1,"🚨 EMERGENCY #CALLTOACTION: As you read this, #Rafah is being bombed. It is our last chance to mobilise &amp; demand action for #Gaza NOW or NEVER. Join us in an emergency mobilisation at #DChowk TODAY starting at 5:30 PM. Join whenever you can.
All eyes on R@fah. #Islamabad https://t.co/XQxWfl4cSx"
1,"BREAKING: High school students from across Boston walk out of class to join the MIT student encampment in response to the increasing police repression. 

Eleven high schools, including private high school Boston Latin, have walked out to stand with Gaza.

They chant slogans that… https://t.co/5ybUqaFJgP"
1,"I was born in the diaspora almost 50 years ago. 

My parents couldn't raise me in Palestine,  so they raised Palestine in me. 

That's what we all do, every generation.... we nurture that love for Palestine,  for life. 

We will never stop. We will never be erased."
1,"🚨Following the accurately fulfilment of the FLOODS PROPHECY and what's happening in ISRAEL and GLOBALLY, it's clear to everyone that #JesusIsComingSoon than we expected.

  It's time to throw away LUKEWARMNESS, wickedness and rebelliousness before the TRIBULATION. https://t.co/Zp2tdE7rJ8"
1,"Great song! Stand with Palestine! 

""You cannot twist the truth!"" https://t.co/9e8JSJY2em"
1,"bless the students of Harvard and Columbia, and all the students around the world who stand in solidarity with Palestine and use their power and voice to stand against the genocide"
1,"ISRAEL IS DOING THIS TO RAFAH!

JOE BIDEN FUNDS THIS!

NETANYAHU IS A CRIMINAL! https://t.co/tpgf5by3i2"
1,"It conveys such cowardice Paul Fletcher's refusal on #QandA to discuss Israel's Rafah assault, the genocide's darkest point. Copious concern for Jewish safety. But not one word for the 35,000 Palestinians in Gaza bombed &amp; orphaned.

A Dutton script. This is not leadership #auspol https://t.co/LXbJi0UWRM"
1,"Have Palestine and brave people of Raffah, khan younis and other surroundings in your prayers. May ALLAH bless them and bless Muslim ummah with brave leaders. Ameen
🙌😢 https://t.co/B52DVgWxtk"
1,"Breaking🚨⚡ 🇮🇱🇵🇸 

Israeli air strikes continue on more than 35 terrorist targets of Hamas in Rafah, Southern Gaza. https://t.co/pJhRQl2MDc"
1,"Palestinian families fly in terror under the attacks of the IDF in

The evacuation of the civilian population is ongoing as Israel has vowed to uproot Hamas. #Rafah. https://t.co/Lw9D3btgUG"
1,Rafah is the last place in the Gaza Strip where hundreds of thousands of people are taking refuge. There is nowhere to run. Israel bombed it during the night. I'm speechless. European leaders have been necessary collaborators in this. This pain will always haunt us.
1,"IMPEACH? Congress authorized the sale of 6,500 Joint Direct Attack Munition kits to Israel. Biden is blocking the $260M sale to our closest ally while it is at war. I recall that another president who delayed the sale of non-lethal aid authorized by Congress was impeached. https://t.co/5OdFTlNo7N"
1,"Israel has apparently rejected the ceasfire proposal and continues to carpet bomb #Rafah southern Gaza. Dozens of civilians, including women and children, have been killed and injured."
1,If Palestine disappears then humanity disappears.
1,"📣VOTE FOR SERBIA TONIGHT!
📍VOTE FOR 02!🇷🇸

VOTING IS OPEN FOR THE REST OF THE WORLD👇
https://t.co/lgKCk0fxgk 

#TeyaDora #Ramonda #Eurovision2024 #Eurovision #Serbia #India #Turkey #Hungary #MoyeMoye #MoyeMore #Dzanum #MojeMore  #LilaRamonda #Brasil #China #Syria #Palestine https://t.co/3xJrsgQDIg"
1,"🚨 Time is passing.  If you are a human being, get out for the sake of Palestine.
#EyesOnRafah 
#رفح_تحت_القصف https://t.co/ZMP6fWZnmw"
1,"Four weeks ago I stood, together with dear @MedicalAidPal #Gaza colleagues, where the Israeli tanks are now at #Rafah crossing.
Their destruction simply strengths our solidarity. https://t.co/AdMM41vzR5"
1,"Welcome to Palestine... 🇵🇸🇵🇸
The flag will not fall, it will not shine, and you will not be able to erase it geographically or from our memories..
 Palestine will remain 🇵🇸🇵🇸 https://t.co/WuCGfaw3vb"
1,Jewish #JetBlue customer’s booking canceled after he complained about flight attendant’s ‘free Palestine’ pin ⁦@JetBlue⁩ This is a disgrace! https://t.co/Dujv52GDR5
1,"Depression is more cruel than sadness, as it extinguishes the joy within us and makes us look at things without feeling, without passion, and without a solution.
The question remains: Are we really alive? ? Or are we just breathing?
Here in Gaza we have lost passion
You know… https://t.co/Q24TIMp24c"
1,"We at the University of New Brunswick Saint John - in Menaquesk, the unceded lands of the Wolastoqiyik - stand with Palestine and the world. 
From the River to the sea 🇵🇸🇵🇸🇵🇸✊️✊️✊️ https://t.co/YJ8sZjWD4d"
1,"A large number of protestors in Hamburg, Germany, continue their activities to demand an end to the Israeli genocidal war on Gaza. https://t.co/DVNh0dxUOy"
1,"Rafah is being bombed right now
-&gt; HAMAS accepted a ceasefire 
-&gt; Israel rejected a ceasefire 
When will the world realise that Israel doesn't care about the hostages 
All it cares about is pleasing their master called Hitler 
Israel is carrying out a brutal, disgusting genocide https://t.co/hOVJSEVHHY"
1,"No, it’s not that Israel doesn’t want a deal, it’s that Israel wants its hostages to stay alive.

Hamas, on the other hand, wants to be rewarded for murdering the hostages.

Anyone pushing a deal that incentivizes Hamas to murder the remaining hostages or to reward the… https://t.co/HTiv9TB77g"
1,"Dear God, I need new haters because the old ones become my friends https://t.co/lzUXeSYfoy"
1,"A pro-genocide mob assault nonviolent protesters demonstrating for Palestine in Amsterdam, the Netherlands. https://t.co/4i5Zt8ArlB"
1,"When Palestine is under attack
What do we do?
Stand up! Fight Back! https://t.co/Mp76BTHd0y"
1,"No I’m all out of ‘moment’

I’m busy taking a moment for wives, girlfriends, mothers, daughters, sisters, teenage girls, baby girls &amp; all Palestinian women Genocidal Israel Death Force Bastards are systematically killing, raping, torturing &amp; ethnically cleansing @MishKoff7 #Rafah https://t.co/LFi5Lw2PWr"
1,"The latest propaganda clip from Pallywood Productions

- Enjoy!
https://t.co/UuLmeaICZk"
1,"🚨Another morning of grief in RAFAH on the 214th day of the Israeli GENOCIDE &amp; sanctioned bloodbath in the Gaza Strip

#WorldGlobalStrikeForGaza #IsraelNewNazism #ICJ_evidence https://t.co/yV3lGlWlYI"
1,Israeli occupation forces are demolishing the house of a Palestinian family in the occupied West Bank. https://t.co/KoXC9J3DRn
1,"🇵🇸 An Israeli tank tramples the inscription "" I ♥️ Gaza "" at the border crossing in Rafah https://t.co/6ChTX4LzEP"
1,"Columbia professor @ShanaRedmond speaks on what she’s seen during the Gaza solidarity encampments at the university. 

 https://t.co/OmOI26gXm2"
1,FREE PALESTINE AND DO YOUR DAILY CLICK!!! https://t.co/Y30g2Cs2lA
1,ISRAELI SETTLERS RUNNING OVER PALESTINIANS https://t.co/C5KFhZsrNz
1,"It's no coincidence that Israel invaded #Rafah on holocaust remembrance day. 

They always intended to do this. 

They never intended to negotiate. 

From this day forward, May 6th will no longer holocaust remembrance day. It will be #Gaza remembrance day. 

Never again is now."
1,A short clip showing what it means to be living under Isra*li genocide in Gaza for the past 215 days. @QudsNen https://t.co/8UbPDbGU9j
1,"Israeli occupation army continues to bomb indiscriminately 

The border crossing and passport center in #Rafah burns after being shelled by the Israel.

this is genocide

#Gaza #Palestine https://t.co/En1RN3zYst"
1,"I heard a single ticket to the shitty costume show costs 75 000$. 75K!!! All of these celebrities are paying this much to attend a costume party, while us regular people are going into our savings to donate for the evacuation of people from Gaza
#AllEyesOnRafah #FreePalestine https://t.co/nn8selKbkX"
1,"""People will die""

@MustafaBarghou1 on the consequences of Israel blocking the Rafah crossing. https://t.co/WdqTgd4JjB"
1,"No mention of ‘Palestinian journalists.’ Just those covering the war in Gaza. It's as if any other journalist were allowed, except those Palestinian press members who remained&amp;resisted&amp; reported at the cost of their lives &amp; lives of their loved ones. #wordsmatter @PulitzerPrizes https://t.co/FvKP0vTHDo"
